id,title,authors,abstract,keywords,url,download_url,handle,suggested_citation,page_number
,Adverse Selection and Credit Certificates: Evidence from a P2P Platform,"Maggie Rong Hu, Xiaoyang Li, Yang Shi","Certificates are widely used as a signaling mechanism to mitigate adverse selection when information is asymmetric. To reduce information asymmetry between lenders and borrowers, Chinese peer-to-peer (P2P) lending platforms encourage borrowers to obtain various kinds of credit certificates. As P2P markets continue to develop, it is plausible that certification may play a pivotal role in ensuring investment efficiency. It performs the first empirical investigation of this issue, using unique data from Renrendai, one of the People's Republic of China's largest P2P lending platforms. It finds that surprisingly, loans with more credit certificates experience a higher rate of delinquency and default. However, lenders remain attracted by higher certificates despite lower loan performance ex post, which results in distorted capital allocation and reduced investment inefficiency. Overall, the paper documents a setting where credit certificates fail to serve as an accurate signal due to their costless nature, where poor-quality borrowers use more certificates to boost their credit profiles and improve their funding success. Possible explanations for this phenomenon include differences in marginal benefit of certificates for different borrower types, bounded rationality, cognitive simplification, and borrower myopia.","eSS, P2P lending, credit allocation, adverse selection, certificate, bounded rationality, cognitive simplification, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13038.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201942491619_29.pdf&fcategory=Articles&AId=13038&fref=repec,RePEc:ess:wpaper:id:13038,"Maggie Rong Hu & Xiaoyang Li & Yang Shi, 2019. ""Adverse Selection and Credit Certificates: Evidence from a P2P Platform,"" Working Papers id:13038, eSocialSciences.",1
,Macroprudential Policy in Asian Economies,Soyoung Kim,"This paper analyzes the conduct and effects of macroprudential policy in 11 Asian economies. Of these, India, the People's Republic of China, and the Republic of Korea frequently used loan-to-value ratios and required reserve ratios even before the global financial crisis. India and the People's Republic of China are the most frequent users of macroprudential policy tools. Since 2000, tightening actions have been more frequent than loosening in the 11 economies. Most took tightening actions more frequently after the global financial crisis than before it. In most of these economies, macroprudential policy tends to be tightened when credit expands. The main empirical results from the analysis, which uses panel vector autoregression models, are that contractionary macroprudential policy has significant negative effects on credit and output; and that these effects are qualitatively similar to those of monetary policy. This suggests that policy authorities may experience potential policy conflicts when credit conditions are excessive and the economy is in recession.","eSS, Macroprudential Policy, Asian Economies, People's Republic of China, macroprudential policy tools, global financial crisis., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13036.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019423123735_29.pdf&fcategory=Articles&AId=13036&fref=repec,RePEc:ess:wpaper:id:13036,"Soyoung Kim, 2019. ""Macroprudential Policy in Asian Economies,"" Working Papers id:13036, eSocialSciences.",1
,"Public Expenditure on Old-Age Income Support in India: Largesse for a Few, Illusory for Most","Mukesh Kumar Anand, Rahul Chakraborty","Extant studies deciphering public expenditure on old-age income support in India carry limitations on (a) system expanse, (b) corresponding data collation, and therefore (c) depth of resource conscription. Benchmarking to the five-pillar architecture advanced by World Bank for old-age income support system, we trace (a) elderly covered, (b) public expenditure, (c) workers included, and (d) average benefits, for the year 2013-4 under each pillar in India.","eSS, public expenditure, old age income support, World Bank for old-age income support system, elderly, India., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13035.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201942153227_29.pdf&fcategory=Articles&AId=13035&fref=repec,RePEc:ess:wpaper:id:13035,"Mukesh Kumar Anand & Rahul Chakraborty, 2019. ""Public Expenditure on Old-Age Income Support in India: Largesse for a Few, Illusory for Most,"" Working Papers id:13035, eSocialSciences.",1
,Inter-Governmental Fiscal Transfers in the Presence of Revenue Uncertainty: The Case of Goods and Services Tax (GST) in India,Sacchidananda Mukherjee,"A comprehensive multistage Value Added Tax (VAT) system, viz., Goods and Services Tax (GST), is introduced in India since 1 July 2017. GST encompasses various taxes from Union and State indirect tax bases and it is a dual VAT system with concurrent taxation power to Union and State governments. It was envisaged that removal cascading of taxes and enshrining destination based consumption tax system under GST will encourage investment and improve ease-of-doing business in India. Though it is not right time to comment on success or failure of Indian GST system unless the tax system stabilizes, so far revenue mobilization from GST is not encouraging. The shortfall in GST collection has been acknowledged in the 'Medium Term Fiscal Policy cum Fiscal Policy Strategy Statement' of the Union Budget 2019-20.","eSS, Revenue Uncertainty, Inter-Governmental Fiscal Transfers, Goods and Services Tax (GST), State Finances, India., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13034.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201942151612_29.pdf&fcategory=Articles&AId=13034&fref=repec,RePEc:ess:wpaper:id:13034,"Sacchidananda Mukherjee, 2019. ""Inter-Governmental Fiscal Transfers in the Presence of Revenue Uncertainty: The Case of Goods and Services Tax (GST) in India,"" Working Papers id:13034, eSocialSciences.",1
,The Political Economy of Gender Budgeting: Empirical Evidence from India,"Lekha Chakraborty, Veena Nayyar, Komal Jain","Gender budgeting is a public policy innovation to transform the gender commitments into budgetary commitments. The political economy process of gender budgeting in India has encompassed four distinct phases - innovative knowledge networking, building institutional structures, reinforcing state capacity and strengthening the accountability mechanisms. Against these policy processes, we have estimated the sector-wise quantum of gender budgeting in India emphasising the statistical invisibility of care economy. The State-wise equally distributed equavalent (Xede) estimates of gender development showed that Kerala tops the scale 0-1 scoring 0.72. Though the link between gender budgeting and these Xede scores is beyond the scope of the paper, the fiscal marksmanship of gender budgeting showed a mixed scenario across sectors.","eSS, gender budgeting, , Fiscal Marksmanship, Gender Inequality, Inter-governmental Fiscal Transfers, Care Economy, Political Economy, India., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13033.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20194215945_29.pdf&fcategory=Articles&AId=13033&fref=repec,RePEc:ess:wpaper:id:13033,"Lekha Chakraborty & Veena Nayyar & Komal Jain, 2019. ""The Political Economy of Gender Budgeting: Empirical Evidence from India,"" Working Papers id:13033, eSocialSciences.",1
,Gender and Corporate Success: An Empirical Analysis of Gender-Based Corporate Performance on a Sample of Asian Small and Medium-Sized Enterprises,"Farhad Taghizadeh-Hesary, Naoyuki Yoshino, Lisa Fukuda","The paper will provide policy suggestions, such as establishment of credit guarantee funds for easing the female-owned SMEs' access to finance in Asia. Implementation of supportive policies for female-owned SMEs will have significant contribution to economic growth, employment, and ultimately, to gender equality. Within a patriarchal society, women are placed in a precarious societal positioning that leads to a prevalence of gender inequality in education, financial literacy, and access to finance. In the context of Asia, where small and medium-sized enterprises (SMEs) are the backbone of most Asian economies and the financial sector is dominated by banks, women in entrepreneurship are susceptible to facing greater credit constraints relative to their male counterparts, which can compromise their corporate performance. The objective of this research is to investigate whether there is a significant association between gender and success or failure of SMEs.","eSS, economics of gender, small and medium-sized enterprises, corporate performance of SMEs, financial literacy gap, access to finance, gender inequality, financial inclusion, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13032.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201941154620_29.pdf&fcategory=Articles&AId=13032&fref=repec,RePEc:ess:wpaper:id:13032,"Farhad Taghizadeh-Hesary & Naoyuki Yoshino & Lisa Fukuda, 2019. ""Gender and Corporate Success: An Empirical Analysis of Gender-Based Corporate Performance on a Sample of Asian Small and Medium-Sized Enterprises,"" Working Papers id:13032, eSocialSciences.",1
,The Rise of the People's Republic of China and its Competition Effects on Innovation in Japan,"Nobuaki Yamashita, Isamu Yamauchi","This paper empirically examines the ""defensive innovation"" hypothesis that firms with higher exposure to low-wage economy import competition intensively undertake more innovative activity by using a high quality Japanese firm-level panel dataset over the period 1994-2005. The novel feature of the analysis is the relation of firm-level variations of patent usage to import competition. The results suggest that intensified import competition from the People's Republic of China has resulted in greater innovative activity by Japanese firms, consistent with the findings of European firms in Bloom et al. (2016). Moreover, such competition has also led to an increase in non-used patents.","eSS, People's Republic of China, defensive innovation, low-wage economy, import competition, innovative activity, firm panel dataset, Japanese firms, non-used patents, patents., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13030.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20194115120_29.pdf&fcategory=Articles&AId=13030&fref=repec,RePEc:ess:wpaper:id:13030,"Nobuaki Yamashita & Isamu Yamauchi, 2019. ""The Rise of the People's Republic of China and its Competition Effects on Innovation in Japan,"" Working Papers id:13030, eSocialSciences.",1
,Impact of Changes in Fiscal Federalism and Fourteenth Finance Commission Recommendations Scenarios on States Autonomy and Social Sector Priorities,"Amarnath H. K., Alka Singh","This paper compares the additional gains from higher tax devolution in the post 14th FC period, with the additional burden due to the withdrawal of certain central schemes and the changes in the sharing pattern of major Centrally Sponsored Schemes calling for greater contribution from the states. Average burden of the general category states due to CSS is 0.69 percent of combined GSDP of these states, whereas gains in tax devolution is 0.71 percent of combined GSDP of these states for the year 2015-16. In the following year, the difference is even less. This paper questions the rhetoric of greater autonomy for the states, which claims that the states have got additional money in the form of tax devolution and are therefore free to decide the priorities. The paper also discusses declining priority for social sector and child budgeting in the post 14th FC years, 2015-16 and 2016-17.","eSS, Fiscal Federalism, Fourteenth Finance Commission Recommendations, tax devolution, central scheme, social sector, child budgeting., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13029.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201933013403_29.pdf&fcategory=Articles&AId=13029&fref=repec,RePEc:ess:wpaper:id:13029,"Amarnath H. K. & Alka Singh, 2019. ""Impact of Changes in Fiscal Federalism and Fourteenth Finance Commission Recommendations Scenarios on States Autonomy and Social Sector Priorities,"" Working Papers id:13029, eSocialSciences.",1
,"Price Discovery in Indian Government Securities Market, Monetary Management and the Cost of Government Borrowing",Ashima Goyal,"Over 2017-18 there was a sharp rise in Indian government securities (G-Secs) interest rates unrelated to fundamentals. Examining each of the standard explanatory variables shows them to be inadequate to account for the rise in bond yields in this period. Turning to aspects of Indian structure the reason is found to be the narrow focus of monetary operating procedures, with excessive reliance on making up liquidity shortfalls with short-term liquidity, which was inadequate given large exogenous durable liquidity shocks including foreign inflows. The composition of liquidity, share of reserve money and its sources all matter. Open market operations (OMOs) have a significant impact on yields. Large foreign debt inflows induce OMOs sales as G-Secs are swapped for foreign securities to sterilize the effect of inflows on the money supply. G-Secs yields are then found to rise.","Ess, Government securities market, yields, open market operations, debt inflows, price discovery, Monetary Management, Cost of Government Borrowing, Open market operations (OMOs)., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13027.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019329141342_29.pdf&fcategory=Articles&AId=13027&fref=repec,RePEc:ess:wpaper:id:13027,"Ashima Goyal, 2019. ""Price Discovery in Indian Government Securities Market, Monetary Management and the Cost of Government Borrowing,"" Working Papers id:13027, eSocialSciences.",1
,What Explains the Volatility of India's Catch-up Growth?,Ashima Goyal,"Indian post reform growth rates have been higher but more volatile compared to transition periods for other comparable countries. The reasons are aggravation of shocks due to unaddressed critical bottlenecks together with pro-cyclical macroeconomic policy that compressed aggregate demand. Reform is required to relieve constraints, but traditional reforms may be neither appropriate nor achievable. Feasible reforms are discussed. Since diversity and resilience has increased and some constraints have eased, the paper argues sustained high growth is reachable with the relevant policy support.","eSS, India, growth, volatility, resilience, reforms, shocks, pro-cyclical, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13026.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019329131951_29.pdf&fcategory=Articles&AId=13026&fref=repec,RePEc:ess:wpaper:id:13026,"Ashima Goyal, 2019. ""What Explains the Volatility of India's Catch-up Growth?,"" Working Papers id:13026, eSocialSciences.",1
,India's Universal Basic Income: Bedeviled by the Details,Saksham Khosla,"The idea of a Universal Basic Income (UBI)-""”periodic and uncon- ditional cash payments to all citizens""”has gained renewed attention amid growing concerns about technological unemployment in advanced economies. More recently, economists have made the case for a UBI in the developing world, where cash transfers distributed to all citizens, rich and poor, may cut through layers of red tape and lead to outsize gains in poverty reduction. In India, a rapid expansion of direct cash transfers linked to the national biometric database and small basic income experiments have galvanized an extensive debate on a UBI. Supporters claim that no-strings-attached payments will be an effective antidote to India's underperforming antipoverty programs and leaky, distortionary subsidies. Critics worry that they will undermine an already-fragile social security architecture, cause workers to drop out of the labor force, and encourage wasteful spending.Rather than relying exclusively upon the survey's proposed methods for financing, targeting, and distributing a UBI, Indian policymakers should join their Finnish and Canadian counterparts in running one or several large-scale experimental evaluations. By determining the impact on both the government (state and fiscal capacity) and citizens (economic and social outcomes), such trials can generate new empirical evidence to inform the growing UBI debate and reveal the most effective role for unconditional transfers in India's welfare architecture.","UBI, Universal Basic Income, unconditional transfers, welfare architecture, anti-poverty programmes, social security architecture, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13024.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=13024,RePEc:ess:wpaper:id:13024,"Saksham Khosla, 2019. ""India's Universal Basic Income: Bedeviled by the Details,"" Working Papers id:13024, eSocialSciences.",1
,Environmental Governance and Environmental Performance,"Chun-Ping Chang, Minyi Dong, Jiliang Liu","Along with the continuous development of the global economy, environmental deterioration has been widely recognized as a pressing issue nowadays, bringing environmental governance to the forefront of human survival. Asia, the largest continent in world in terms of both landmass size and population, has long been facing the exhaustive challenge of environmental pollution. It empirically proves that the level of environmental governance, proxied by government expenditure on environmental protection as a share of gross domestic product (GDP), exerts significant impacts on environmental conditions among Asian countries.","eSS, environmental performance, environmental governance, government expenditure, global economy, environmental governance, human survival, environmental pollution, landmass size, population., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13023.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20193281442_29.pdf&fcategory=Articles&AId=13023&fref=repec,RePEc:ess:wpaper:id:13023,"Chun-Ping Chang & Minyi Dong & Jiliang Liu, 2019. ""Environmental Governance and Environmental Performance,"" Working Papers id:13023, eSocialSciences.",1
,Sri Lanka's Macroeconomic Challenges: A Tale of Two Deficits,"Dushni Weerakoon, Utsav Kumar, Roselle Dime","The paper provides a narrative of Sri Lanka's history of twin deficits, examines macroeconomic performance from the lens of twin deficits, and discusses the policies adopted to address macroeconomic imbalances. Recent efforts toward a revenue-based fiscal consolidation have started yielding improvements in the ratio of tax revenue to gross domestic product, and show promise in repairing the fiscal accounts. However, fiscal policy efforts need to be supported by reforms to generate nondebt-creating foreign currency inflows to stabilize the external sector and assist in building up a buffer stock of official foreign exchange reserves.","eSS, macroeconomics, deficits, macroeconomic performance, fiscal, tax revenue, gross domestic product, foreign currency, external sector, foreign exchange., All these keywords",https://ideas.repec.org/p/ess/wpaper/id13022.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019328135526_29.pdf&fcategory=Articles&AId=13022&fref=repec,RePEc:ess:wpaper:id:13022,"Dushni Weerakoon & Utsav Kumar & Roselle Dime, 2019. ""Sri Lanka's Macroeconomic Challenges: A Tale of Two Deficits,"" Working Papers id:13022, eSocialSciences.",1
,Sectoral amd Skill Contributions to Labor Productivity in Asia,"Matthias Helble, Long Q Trinh, Trang Le","Using a decomposition approach on data collected by the Asian Productivity Organization (APO) as well as World Input-Output data, it shows that in most Asian economies the services sector makes the largest contribution to labor productivity. Furthermore, it finds evidence of a major reallocation of labor from agriculture directly to services, bypassing the manufacturing sector. This finding challenges the traditional view that countries in their economic development need to have their workforce employed first in manufacturing before switching to services. Lastly, the paper studies how different skill levels contribute to labor productivity growth. It finds that high-skilled workers have contributed most to overall labor productivity growth in developing Asia. In services, high-skilled workers have mainly driven labor productivity, indicating that upskilling and training are instrumental in services-led development.","eSS, labor productivity, manufacturing, services, skills, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13015.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019312151738_29.pdf&fcategory=Articles&AId=13015&fref=repec,RePEc:ess:wpaper:id:13015,"Matthias Helble & Long Q Trinh & Trang Le, 2019. ""Sectoral amd Skill Contributions to Labor Productivity in Asia,"" Working Papers id:13015, eSocialSciences.",1
,Determinants and Impacts of Financial Literacy in the Lao PD,"Peter J. Morgan, Long Q. Trinh","The paper extends the literature by conducting the survey in a relatively low-income Asian economy""” the Lao PDR""”and analyzing the determinants of financial literacy and the effects of financial literacy on other behaviors. It also compares these results with those of the earlier study of financial literacy in Cambodia and Viet Nam. This study of the Lao PDR extends our research in the Cambodia-Lao PDR-Myanmar-Viet Nam (CLMV) region, and the survey was broadened to include more variables that could be used as effective instrumental variables for financial literacy to deal with possible endogeneity problems. This increases our confidence in our findings that financial literacy positively affects both savings and financial inclusion.","eSS, financial literacy, financial behavior, financial inclusion, household saving, Cambodia, Lao PDR, Viet Nam, All these keywords",https://ideas.repec.org/p/ess/wpaper/id13014.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2019312151026_29.pdf&fcategory=Articles&AId=13014&fref=repec,RePEc:ess:wpaper:id:13014,"Peter J. Morgan & Long Q. Trinh, 2019. ""Determinants and Impacts of Financial Literacy in the Lao PD,"" Working Papers id:13014, eSocialSciences.",1
